"すずき,鈴木","かまだ,鎌田","たかとり,高取","くましろ,神代","ひろいけ,広池","なかつぼ,中坪","やまかど,山門","のぶとう,延藤","くつな,沓名","ふじさか,藤坂","うたまる,歌丸","こはなわ,小華和","でざわ,出沢","まつかた,松形","あつぼ,厚母","いむら,猪村","おかだや,岡田屋","かねま,兼間","くさかみ,草上","これむら,是村","しなと,階戸","そたに,祖谷","ちばた,千畑","なおばやし,直林","はさだ,羽佐田","ふじわ,藤輪","みさご,三砂","やずみ,矢住"
"あずま,東","くぜ,久世","かなお,金尾","くらち,倉地","くら,蔵","あみたに,網谷","うぶかた,生形","もくだい,目代","ざいま,在間","もりうえ,森上","おくぞの,奥薗","しおつぼ,塩坪","ながお,長雄","めしずか,飯塚","ありめ,有銘","うしのはま,牛之浜","おとい,音居","かよおか,家代岡","くらがの,倉賀野","さかおか,阪岡","しらつき,白附","たからじま,宝島","つばきの,椿野","なぎ,奈木","はまやす,浜保","ほいだ,穂井田","みない,水井","ゆいた,由田"
"ひらやま,平山","こくぶ,国分","かみの,神野","くろかわ,黒河","くりやがわ,厨川","あみもと,網本","うまだ,馬田","もたい,母袋","し,史","もりおか,守岡","おくど,奥戸","しおで,塩出","ながおき,長沖","めんじょう,校条","ありもち,有持","うしはま,牛浜","おとうま,音馬","から,加羅","くらき,久良岐","さかおく,阪奥","しらと,白都","たからず,財津","つばきむら,椿村","なぎ,那岐","はまよし,浜吉","ほいと,帆糸","みなえ,薬袋","ゆいはま,由比浜"
"ほんだ,本多","こぐれ,小暮","かわて,川手","こう,洪","くる,久留","あめのみや,雨宮","うまやはら,馬屋原","もたい,甕","しゅ,朱","もりかね,森兼","おくどう,奥藤","しおの,志生野","ながくぼ,長窪","めんで,免出","ありやす,有保","うしまる,牛円","おとかわ,乙川","から,唐","くらき,倉木","さかおり,酒折","しらどう,志良堂","たからだ,財田","つばきやま,椿山","なぎ,凪","はむ,羽牟","ほう,賀","みなおか,皆岡","ゆう,尤"
"いいじま,飯島","ごうだ,合田","きまた,木俣","こうが,甲賀","くわえ,桑江","あやのこうじ,綾小路","うみはら,海原","もちだ,望田","しゅうどう,周藤","もりさだ,森定","おくぬき,小久貫","しおまち,汐待","ながこし,長越","めんで,面出","ありよし,有好","うしみ,牛見","おとがみ,音上","からい,嘉来","くらく,工楽","さかがき,坂垣","しらな,白名","たからべ,宝辺","つふく,津布久","なぎ,南木","はむら,羽村","ほう,祝","みなかみ,水神","ゆう,悠"
"つかもと,塚本","さが,嵯峨","きみしま,君島","こうちやま,河内山","こうざき,神崎","あらおか,荒岡","うめたに,梅渓","もとえ,本江","しゅくや,宿谷","もりしま,守島","おくばやし,奥林","しおみ,潮海","ながさき,永崎","もいわ,藻岩","ありわ,有輪","うしろ,牛呂","おとさか,乙坂","からい,賀来","くらこし,倉越","さかがみ,坂神","しらにし,白西","たからや,宝家","つぶく,津布久","なぎさ,なぎさ","はむら,葉村","ほう,方","みなかわ,みなかわ","ゆう,柚"
"なかい,中井","ささはら,笹原","きもと,木元","こさか,小阪","こうず,高津","あらがき,新垣","うめもと,楳茂都","もとおか,元岡","しゅずい,守随","もりちか,森近","おぐち,尾口","しおや,塩屋","ながさこ,長廻","もうり,藻利","あるじ,有路","うしろ,後路","おとざい,音在","からいけ,唐池","くらさか,倉阪","さかがわ,逆川","しらにた,白仁田","たかりこ,田苅子","つぶら,円","なぎさ,汀","はや,芳養","ほう,訪","みなかわ,南川","ゆう,由宇"
"なかお,中尾","しま,志摩","きよさわ,清沢","こざき,小崎","こうだ,古宇田","ありた,在田","うるしやま,漆山","もとざわ,本沢","しょう,蒋","もりつぐ,森次","おぐみ,小久見","しかうち,鹿内","ながす,長州","もうり,毛里","あれさ,荒砂","うしろうち,後内","おとたに,音谷","からかま,唐鎌","くらさき,倉崎","さかがわ,阪川","しらはせ,白波瀬","たかわ,多川","つぶら,津布楽","なぎの,梛野","はやい,早井","ほう,鮑","みなかわ,美奈川","ゆう,遊"
"かんだ,神田","せきもと,関本","くにたけ,国武","こざわ,小沢","こうの,向野","あわしま,淡島","うるま,漆間","もとはし,元橋","しょうけい,正慶","もりとも,守友","おぐるま,尾車","しかくら,鹿倉","ながす,長洲","もくた,杢田","あれち,荒地","うしろかわ,後川","おとなか,音中","からかみ,唐紙","くらさこ,倉迫","さかき,栄木","しらはた,白籏","たかわし,高鷲","つぶら,粒良","なぎら,なぎら","はやいし,早石","ほうえい,宝永","みなが,三永","ゆう,游"
"みかみ,三上","たかざわ,高沢","くぬぎ,功刀","こしみず,輿水","こうの,幸野","あんとく,安徳","えがわ,頴川","もとまつ,本松","しょうち,昇地","もりなか,守中","おけもと,桶本","しかだ,鹿田","ながす,長須","もくの,杢野","あれちの,荒地野","うしろごうち,後河内","おとなし,音無","からき,神楽","くらしき,くらしき","さかき,阪木","しらばた,白旗","たが,太賀","つぶらい,粒来","なくい,名久井","はやかし,早貸","ほうおう,鳳凰","みなき,水木","ゆうかわ,勇川"
"たけだ,竹田","たけしま,竹島","くまた,熊田","こしむら,越村","こうやま,香山","あんの,阿武","えずか,江塚","もも,桃","しょうぶけ,正部家","もりなが,森長","おごう,小河","しかま,色摩","ながすえ,長末","もざい,茂在","あわ,粟","うしろさこ,後迫","おとば,乙葉","からさき,辛崎","くらしげ,倉繁","さかき,酒城","しらほ,白帆","たがい,田賀井","つぼうち,壷内","なぐも,奈雲","はやかわ,はやかわ","ほうが,法元","みなき,南木","ゆうき,ゆうき"
"かつら,桂","つじい,辻井","くまもと,隈元","こせき,古関","こくまい,国米","あんべ,安部","えずれ,江連","もり,杜","しょうむら,荘村","もりなが,盛永","おごし,御輿","しき,志貴","ながすぎ,永杉","もずな,毛綱","あわか,阿波加","うしろざわ,後沢","おとま,乙間","からさわ,涸沢","くらした,倉下","さかきだに,榊谷","しらほ,白保","たがい,田貝","つぼがみ,坪上","なぐも,名雲","はやかわ,浪谷川","ほうが,法亢","みなぎ,皆木","ゆうき,行木"
"きしもと,岸本","つちはし,土橋","くらおか,倉岡","こぞの,小園","こしざわ,越沢","あんようじ,安養寺","えだ,枝","もりかわ,守川","しょうやま,庄山","もりにし,森西","おごま,小駒","しき,志木","ながすな,長砂","もたい,茂田井","あわかわ,淡川","うしろやま,後山","おとまさ,乙政","からざわ,唐沢","くらしな,くらしな","さかきもと,榊本","しらまさ,白砂","たがいと,田垣内","つぼさか,壷坂","なぐろ,名黒","はやざき,早崎","ほうがさこ,芳ケ迫","みなこし,皆越","ゆうき,佑木"
"まつなが,松永","てらおか,寺岡","くわじま,桑島","こまち,小町","こせ,小瀬","いいじま,飯嶋","えだよし,枝吉","もりきよ,森清","しょかくや,松鶴家","もりみつ,森光","おさか,苧坂","しきかわ,色川","ながたき,永滝","もたい,罍","あわくに,粟国","うしわた,牛渡","おとまる,乙丸","からす,鴉","くらしも,蔵下","さかぎし,坂岸","しらみず,白水","たがき,太垣","つぼたに,坪谷","なげの,投埜","はやし,早志","ほうがん,宝官","みなざわ,皆沢","ゆうき,友希"
"うえはら,上原","てらにし,寺西","こだか,小高","こん,近","こだに,小谷","いいつか,飯塚","えと,江渡","もりつ,森津","しいお,椎尾","もりや,守矢","おさか,苧阪","しきしま,敷島","ながたけ,長竹","もちどめ,持留","あわくら,粟倉","うじ,氏","おとも,小友","からすだに,烏谷","くらじ,倉治","さかくに,尺一","しらみね,白峯","たがき,田垣","つぼぬま,坪沼","なこ,名子","はやしかわ,林川","ほうき,保木","みなざわ,水沢","ゆうき,友季"
"なかた,中田","なかひら,中平","こなか,小中","こんの,近野","このみ,許斐","いいとよ,飯豊","えとり,餌取","もりつか,森塚","しいばし,椎橋","もりやま,盛山","おさく,尾作","しきじ,式地","ながち,永地","もでぎ,茂出木","あわぐち,淡口","うじょう,雨帖","おともり,乙守","からすみ,唐住","くらずみ,倉住","さかぐち,さかぐち","しらもと,白本","たがた,田形","つぼね,局","なこう,名幸","はやしざき,林崎","ほうき,宝喜","みなと,ミナト","ゆうき,悠紀"
"せきね,関根","なかもり,中森","こはま,小浜","こんぱる,金春","こはた,木幡","いいはら,飯原","えなみ,江南","もりわか,森若","しいや,椎屋","もりよし,森吉","おさじま,筬島","しきた,式田","ながつ,長津","もと,本","あわさか,泡坂","うじょう,鵜城","おとり,尾鳥","からたち,枳","くらぞの,蔵薗","さかぐち,酒口","しらよし,白吉","たがや,多ケ谷","つぼのうち,坪之内","なごう,永合","はやしぞの,林薗","ほうき,法木","みなとぐち,湊口","ゆうき,憂杞"
"たきざわ,滝沢","なかや,中谷","さおとめ,早乙女","ごうだ,郷田","こばやし,古林","いいもり,飯森","えのきど,榎戸","もりわけ,守分","しいや,椎谷","もろぐち,諸口","おさたけ,尾佐竹","しきだ,敷田","ながつま,永妻","もといし,本石","あわじ,阿波地","うじい,氏井","おとわ,乙羽","からつま,唐津麻","くらた,蔵多","さかこし,坂越","しりあがり,しりあがり","たがや,田谷","つぼみず,坪水","なごや,奈古屋","はやしだけ,林竹","ほうきょう,法橋","みなとし,三十七年","ゆうき,由布木"
"くろかわ,黒川","ながせ,永瀬","ささおか,笹岡","さいき,斉木","こまざわ,駒沢","いえき,家城","えのむら,榎村","もろ,師","しおがま,塩釜","もろずみ,諸角","おさらぎ,大仏","しきち,敷地","ながつま,長妻","もとじ,泉二","あわたに,粟谷","うじいん,雲林院","おとわ,乙葉","からと,唐渡","くらたに,鞍谷","さかさい,坂斉","しりいし,摺石","たがりゅう,多賀竜","つぼむら,坪村","なごや,名児耶","はやしでら,林寺","ほうけん,宝剣","みなとだに,湊谷","ゆうき,祐希"
"さかい,坂井","なるみ,鳴海","しきもり,式守","さいとう,西藤","こまむら,駒村","いえさか,家坂","えばら,榎原","もろ,茂呂","しおざき,潮崎","もろなが,諸永","おさり,長利","しきむら,式村","ながて,長手","もとすぎ,本杉","あわちか,淡近","うじえ,氏衛","おど,尾戸","からまつ,唐松","くらたに,蔵谷","さかしま,坂島","しりなし,尻無","たがわ,たがわ","つぼもと,坪本","なごん,納言","はやしなか,林中","ほうげん,法眼","みなとの,港野","ゆうき,遊亀"
"しぶや,渋谷","ひらしま,平島","しなだ,品田","さかいり,坂入","こみや,古宮","いおか,井岡","えびら,箙","もろえ,諸江","しおずか,塩塚","やえつ,八重津","おしおがわ,押尾川","しぐれ,時雨","ながとし,永利","もとはら,本原","あわね,阿波根","うじがわ,宇治川","おどりば,躍場","からわたり,唐渡","くらち,久良知","さかじま,坂島","しれん,志連","たがわ,太川","つまどり,妻鳥","なしじ,梨地","はやしば,林葉","ほうご,北後","みなとみち,港道","ゆうき,雄城"
"あらかわ,荒川","ふじたに,藤谷","しらくら,白倉","さかた,酒田","こやま,古山","いかだ,筏","えら,江良","もろくま,諸隈","しおつ,塩津","やおいた,八百板","おしかね,押鐘","しげいずみ,茂泉","ながとめ,永留","もとばやし,元林","あわの,淡野","うじた,氏田","おな,小奈","からん,加覧","くらつ,倉都","さかずま,坂妻","しろ,城","たき,太木","つもと,津元","なしだ,梨子田","はやしや,はやし家","ほうごう,蓬郷","みなとや,湊家","ゆうきゅうさい,幽求斎"
"いわもと,岩本","べっぷ,別府","しらさき,白崎","さがら,相楽","これなが,是永","いくい,生井","えり,江里","もんぜん,門前","しおのいり,塩野入","やかた,屋形","おしき,押木","しげかね,重金","ながね,長根","もとひろ,本広","あわむら,粟村","うじとこ,宇治土公","おな,小名","かり,狩","くらつぼ,倉坪","さかた,左方","しろい,支路遺","たき,田貴","つゆうち,露内","なしだ,梨田","はやしや,林谷","ほうさやま,柞山","みなのがわ,男女ノ川","ゆうけい,幽経"
"いわい,岩井","ほしかわ,星川","しんぐう,新宮","さくらがわ,桜川","ごん,権","いけのぼう,池坊","えりぐち,江里口","もんな,門奈","しかい,四海","やかべ,矢加部","おしくぼ,押久保","しげくに,重国","ながのぶ,永延","もとふじ,元藤","あわや,粟谷","うじはし,氏橋","おない,おない","かりゅう,家柳","くらつぼ,蔵坪","さかだ,坂田","しろい,白井","たきゅう,武弓","つゆき,露樹","なしば,梨羽","はやしわき,林脇","ほうざわ,宝沢","みなみ,皆実","ゆうげんてい,悠玄亭"
"おかの,岡野","まえざわ,前沢","すなみ,角南","ささむら,笹村","さいじょう,西城","いけぶち,池淵","えんち,円地","やいた,八板","しかしょ,四ケ所","やがい,矢飼","おしこうじ,押小路","しげくら,重倉","ながば,長場","もとまつ,元松","あわや,淡屋","うじばし,宇治橋","おなか,小仲","かりあつまり,狩集","くらと,倉戸","さかつめ,坂詰","しろいし,白石","たきいし,滝石","つゆくし,露久志","なしもとのみや,梨本宮","はやずか,早塚","ほうざん,保山","みなみ,美波","ゆうざ,遊座"
